Date,Ticker,Company Name,Industry,Adj Close,Volume,SP500_Adj_Close
2015-03-26,GOOG,Alphabet,Technology,553.65,1572600.0,2056.15
2015-03-27,GOOG,Alphabet,Technology,546.839,1897400.0,2061.02
2015-03-30,GOOG,Alphabet,Technology,550.519,1287500.0,2086.24
2015-03-31,GOOG,Alphabet,Technology,546.5,1588000.0,2067.89
2015-04-01,GOOG,Alphabet,Technology,541.074,1963000.0,2059.69
2015-04-02,GOOG,Alphabet,Technology,534.064,1716300.0,2066.96
2015-04-06,GOOG,Alphabet,Technology,535.295,1324400.0,2080.62
2015-04-07,GOOG,Alphabet,Technology,535.55,1302800.0,2076.33
2015-04-08,GOOG,Alphabet,Technology,540.127,1178500.0,2081.9
2015-04-09,GOOG,Alphabet,Technology,539.299,1557800.0,2091.18
2015-04-10,GOOG,Alphabet,Technology,538.531,1409400.0,2102.06
2015-04-13,GOOG,Alphabet,Technology,537.694,1645300.0,2092.43
2015-04-14,GOOG,Alphabet,Technology,528.938,2604100.0,2095.84
